"label","genomic_dist_scaled"
"PAT007-S2",0
"PAT007-T1",0
"PAT007-S5",0.720995176440721
"PAT007-S8",0.885165439620885
"PAT007-S7",0.901413218244902
"PAT007-S3",0.922992299229923
"PAT007-S6",1
"PAT007-S9",0.963823305407464
"PAT007-S4",0.972708809342473
